Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
12343793,The Global Industrial Complex: Systems of Domination,Steven Best,"Best, Steven","Richard Kahn, Anthony J. Nocella II, Peter McLaren","=""0739136976""","=""9780739136973""",0,4.00,Lexington Books,Hardcover,344,2011,2011,,2025/01/03,to-read,to-read (#26),to-read,,,,0,0
60576433,Foundation and Empire (Foundation #2),Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",5,4.22,Del Ray,Paperback,304,2021,1952,2025/01/03,2025/01/01,,,read,,,,1,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",3,4.11,Tor.com,ebook,144,2017,2017,2024/12/31,2024/12/29,,,read,,,,1,0
22733729,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,"Chambers, Becky",,"=""1500453307""","=""9781500453305""",0,4.17,CreateSpace Independent Publishing Platform ,Paperback,518,2014,2014,,2024/12/30,to-read,to-read (#25),to-read,,,,0,0
18490708,"Echopraxia (Firefall, #2)",Peter Watts,"Watts, Peter",,"=""076532802X""","=""9780765328021""",0,3.83,Tor Books,Hardcover,384,2014,2014,,2024/12/29,"to-read, queue","to-read (#24), queue (#2)",to-read,,,,0,0
2102600,"Zoe's Tale (Old Man's War, #4)",John Scalzi,"Scalzi, John",,"=""0765316986""","=""9780765316981""",4,3.78,Tor Books,Hardcover,335,2008,2008,2024/12/22,2024/12/18,,,read,,,,1,0
218695937,The Dream Hotel,Laila Lalami,"Lalami, Laila",,"=""0593317602""","=""9780593317600""",0,3.60,Pantheon,Hardcover,336,2025,2025,,2024/12/18,to-read,to-read (#23),to-read,,,,0,0
211003759,All the Water in the World,Eiren Caffall,"Caffall, Eiren",,"=""1250353521""","=""9781250353528""",0,3.58,St. Martin's Press,Hardcover,295,2025,2025,,2024/12/18,to-read,to-read (#22),to-read,,,,0,0
55153125,"Owarimonogatari, Part 1: End Tale",NisiOisiN,"NisiOisiN, NisiOisiN",,"=""164659729X""","=""9781646597291""",4,4.52,Kodansha Comics,Kindle Edition,415,2020,2013,2024/11/22,2024/10/05,,,read,,,,1,0
7112382,Cuentos desde el Reino Peligroso,J.R.R. Tolkien,"Tolkien, J.R.R.",Alan  Lee,"=""6070701364""","=""9786070701368""",4,4.07,Minotauro,Paperback,326,2009,1997,,2020/01/08,,,read,,,,1,0
36421253,Alice Isn't Dead,Joseph Fink,"Fink, Joseph",,"=""""","=""9780062890139""",0,3.59,Harper Perennial,Hardcover,323,2018,2018,,2024/10/17,to-read,to-read (#21),to-read,,,,0,0
124582544,The Pyramid Principle: Logic in Writing and Thinking,Barbara Minto,"Minto, Barbara",,"=""""","=""""",0,3.91,Prentice Hall,Hardcover,0,,,,2024/10/09,currently-reading,currently-reading (#1),currently-reading,,,,1,0
55609332,Antología de Poesía Árabe Contemporánea,Leonor Martínez Marín,"Marín, Leonor Martínez",,"=""""","=""""",4,4.00,Espasa Calpe,Paperback,236,1972,,2024/10/03,2024/04/30,,,read,,,,1,0
46184229,"Nisemonogatari, Part 2: Fake Tale",NisiOisiN,"NisiOisiN, NisiOisiN",VOFAN,"=""1642129097""","=""9781642129090""",3,3.91,Kodansha,Kindle Edition,338,2019,2009,2020/11/20,2020/11/12,,,read,,,,1,0
7215633,Las buenas conciencias,Carlos Fuentes,"Fuentes, Carlos",,"=""9681603214""","=""9789681603212""",4,3.75,"Fondo de Cultura Económica, S.A. de C.V.",Paperback,191,1959,,2024/02/19,2024/01/21,,,read,,,,1,0
46158889,Kizumonogatari,NisiOisiN,"NisiOisiN, NisiOisiN",,"=""1642129038""","=""9781642129038""",5,4.28,Kodansha,Kindle Edition,314,2019,2008,2020/02/01,2020/01/21,,,read,,,,1,0
50817160,KOYOMIMONOGATARI part 2,NisiOisiN,"NisiOisiN, NisiOisiN",VOFAN,"=""1646590643""","=""9781646590643""",4,3.71,KODANSHA,Kindle Edition,240,2019,,2023/03/15,2023/03/07,,,read,,,,1,0
46158389,"Bakemonogatari, Part 3: Monster Tale (Bakemonogatari, #1, Part 3)",NisiOisiN,"NisiOisiN, NisiOisiN",,"=""1642129062""","=""9781642129069""",4,4.23,Kodansha,Kindle Edition,281,2019,2006,2020/07/23,2020/07/21,,,read,,,,1,0
46158390,"Nisemonogatari, Part 1: Fake Tale",NisiOisiN,"NisiOisiN, NisiOisiN",,"=""1642129089""","=""9781642129083""",3,3.95,Kodansha,Kindle Edition,343,2019,2008,2020/10/02,2020/09/24,,,read,,,,1,0
46157366,"Bakemonogatari, Part 1 (Bakemonogatari, #1, Part 1)",NisiOisiN,"NisiOisiN, NisiOisiN",,"=""1642129046""","=""9781642129045""",4,4.11,Kodansha,Kindle Edition,225,2019,2006,2020/04/27,2020/04/15,,,read,,,,1,0
50817119,KABUKIMONOGATARI,NisiOisiN,"NisiOisiN, NisiOisiN",VOFAN,"=""1646590597""","=""9781646590599""",4,4.24,KODANSHA,Kindle Edition,484,2019,2010,2021/07/21,2021/07/16,,,read,,,,1,0
46158388,"Bakemonogatari, Part 2: Monster Tale (Bakemonogatari, #1, Part 2)",NisiOisiN,"NisiOisiN, NisiOisiN",,"=""1642129054""","=""9781642129052""",3,4.15,Kodansha,Kindle Edition,399,2019,2006,2020/06/15,2020/06/08,,,read,,,,1,0
50817139,NEKOMONOGATARI (WHITE),NisiOisiN,"NisiOisiN, NisiOisiN",VOFAN,"=""1646590562""","=""9781646590568""",5,4.47,KODANSHA,Kindle Edition,342,2019,2010,2021/03/08,2021/03/04,,,read,,,,1,0
11391907,"El Mundo Como Voluntad y Representación (Sepan Cuantos, #419)",Arthur Schopenhauer,"Schopenhauer, Arthur",,"=""9700760685""","=""9789700760681""",3,4.22,Porrua,Paperback,323,2009,1818,,2021/03/21,,,read,,,,2,0
17165932,"Independent Study (The Testing, #2)",Joelle Charbonneau,"Charbonneau, Joelle",,"=""0547959206""","=""9780547959207""",3,3.94,Clarion Books,Hardcover,320,2014,2014,,2020/01/08,,,read,,,,1,0
19326287,Aura: A Novel,Carlos Fuentes,"Fuentes, Carlos",Lysander Kemp,"=""1466840048""","=""9781466840041""",4,3.82,"Farrar, Straus and Giroux",Kindle Edition,47,2013,1962,2021/08/01,2021/08/01,,,read,,,,1,0
4703581,The City & the City,China Miéville,"Miéville, China",,"=""0345497511""","=""9780345497512""",0,3.90,Del Rey/Ballantine Books,Hardcover,336,2009,2009,,2024/07/04,to-read,to-read (#20),to-read,,,,0,0
17934530,"Annihilation (Southern Reach, #1)",Jeff Vandermeer,"Vandermeer, Jeff",,"=""0374104093""","=""9780374104092""",0,3.80,"Farrar, Straus and Giroux",Paperback,195,2014,2014,,2024/07/04,to-read,to-read (#19),to-read,,,,0,0
25372801,All the Birds in the Sky,Charlie Jane Anders,"Anders, Charlie Jane",,"=""0765379945""","=""9780765379948""",0,3.59,Tor Books,Hardcover,316,2016,2016,,2024/07/04,to-read,to-read (#18),to-read,,,,0,0
8180987,"The Last Colony (Old Man's War, #3)",John Scalzi,"Scalzi, John",,"=""""","=""""",4,4.11,Tor Books,Kindle Edition,336,2010,2007,2024/03/09,2024/02/20,,,read,,,,1,0
38242135,"AI Superpowers: China, Silicon Valley, and the New World Order",Kai-Fu Lee,"Lee, Kai-Fu",,"=""132854639X""","=""9781328546395""",0,4.09,Harper Business,Hardcover,255,2018,2018,,2024/03/07,to-read,to-read (#17),to-read,,,,0,0
136293152,Memoria de mis putas tristes,Gabriel García Márquez,"Márquez, Gabriel García",,"=""607078085X""","=""9786070780851""",4,3.58,Kairry,Hardcover,0,2015,2004,2024/01/28,2024/01/20,,,read,,,,1,0
43082995,El lenguaje de las matemáticas. Historias de sus símbolos,Raúl Rojas González,"González, Raúl Rojas",,"=""607165971X""","=""9786071659712""",0,4.19,Fondo de Cultura Económica,Paperback,260,2018,,,2024/01/25,to-read,to-read (#16),to-read,,,,0,0
8406798,Sumario de la natural historia de las Indias,Gonzalo Fernández de Oviedo,"Oviedo, Gonzalo Fernández de",Fondo de Cultura Económica,"=""9681600924""","=""9789681600921""",3,3.69,Fondo de Cultura Económica,Hardcover,281,1950,1526,2024/01/18,2024/01/08,,,read,,,,1,0
13119083,Cuentos completos,Jorge Luis Borges,"Borges, Jorge Luis",,"=""6073105282""","=""9786073105286""",5,4.56,Lumen,Paperback,545,2011,1998,2024/01/06,2023/05/15,,,read,,,,1,0
58755499,"Bakemonogatari, Band 1",Oh! Great,"Great, Oh!",NisiOisiN,"=""3842069677""","=""9783842069671""",0,3.67,TOKYOPOP,Paperback,184,2021,2018,2024/01/03,2023/12/31,,,read,,,,1,0
58473038,Teenage Mutant Ninja Turtles: The Last Ronin,Kevin Eastman,"Eastman, Kevin","Peter Laird, Tom Waltz, Esau Escorza, Isaac Escorza, Ben Bishop, Luis Antonio Delgado, Samuel Plata, Ronda Pattison, Shawn Lee, Robert Rodríguez","=""1684058414""","=""9781684058419""",5,4.40,IDW Publishing,Hardcover,224,2022,2022,2023/12/29,2023/12/27,,,read,,,,1,0
38180,On the Beach,Nevil Shute,"Shute, Nevil",,"=""""","=""""",0,3.98,House of Stratus Ltd,Paperback,296,2002,1957,,2023/09/08,to-read,to-read (#15),to-read,,,,0,0
39863101,Madona con abrigo de piel,Sabahattin Ali,"Ali, Sabahattin",,"=""""","=""""",4,4.32,Ediciones Salamandra,Kindle Edition,224,2018,1943,2023/07/10,2023/07/07,,,read,,,,1,0
145444,Improbable,Adam Fawer,"Fawer, Adam",,"=""006073678X""","=""9780060736781""",0,4.15,HarperTorch,Mass Market Paperback,464,2006,2005,,2023/05/28,to-read,to-read (#14),to-read,,,,0,0
59149,Beware of Pity,Stefan Zweig,"Zweig, Stefan","Phyllis Blewitt, Trevor Blewitt","=""""","=""""",0,4.26,NYRB Classics,Paperback,353,2006,1939,,2023/05/28,to-read,to-read (#13),to-read,,,,0,0
929782,Martin Eden,Jack London,"London, Jack",Andrew Sinclair,"=""""","=""""",0,4.48,Penguin,Paperback,480,1994,1909,,2023/05/28,to-read,to-read (#12),to-read,,,,0,0
7011414,El libro vacío / Los años falsos,Josefina Vicens,"Vicens, Josefina",,"=""9681678958""","=""9789681678951""",5,4.40,Fondo de Cultura Económica,Hardcover,336,2008,,2023/05/14,2023/03/22,,,read,,,,1,0
62687857,The Covenant of Water,Abraham   Verghese,"Verghese, Abraham",,"=""""","=""""",0,4.41,Grove Press,Hardcover,724,2023,2023,,2023/04/25,to-read,to-read (#11),to-read,,,,0,0
40881903,Unparalleled,D.S.   Smith,"Smith, D.S.",,"=""""","=""""",0,4.12,Amazon Media EU S.à r.l.,Kindle Edition,287,2019,2018,,2023/04/25,to-read,to-read (#10),to-read,,,,0,0
43124053,"KOYOMIMONOGATARI, Part 1: Calendar Tale (Monogatari)",NisiOisiN,"NisiOisiN, NisiOisiN","VOFAN, Daniel  Joseph","=""1947194488""","=""9781947194489""",4,3.57,Vertical,Paperback,239,2019,,2023/03/07,2023/03/06,,,read,,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",4,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2023/02/10,2023/01/30,,,read,,,,1,0
7445179,The Children of Húrin,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Alan  Lee","=""0345518845""","=""9780345518842""",4,4.06,Del Rey,Mass Market Paperback,313,2010,2007,2023/01/27,2023/01/23,,,read,,,,1,0
55575967,"Chainsaw Man, Vol. 1: Dog and Chainsaw",Tatsuki Fujimoto,"Fujimoto, Tatsuki",,"=""""","=""""",4,4.36,VIZ Media: SHONEN JUMP,Kindle Edition,192,2020,2019,2023/01/19,2023/01/19,,,read,,,,1,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",4,4.05,Knopf,Hardcover,259,2022,2022,2023/01/18,2023/01/16,,,read,,,,1,0
44059077,"H.P. Lovecraft's At the Mountains of Madness, Volume 2",Gou Tanabe,"Tanabe, Gou","田辺 剛, H.P. Lovecraft","=""1506710239""","=""9781506710235""",4,4.37,Dark Horse Manga,Paperback,346,2019,2017,2023/01/14,2023/01/13,,,read,,,,1,0
42875804,"H.P. Lovecraft's At the Mountains of Madness, Volume 1",Gou Tanabe,"Tanabe, Gou",H.P. Lovecraft,"=""1506710220""","=""9781506710228""",4,4.25,Dark Horse Manga,Paperback,298,2019,2016,2023/01/14,2023/01/13,,,read,,,,1,0
35066372,El corazón de las tinieblas,Joseph Conrad,"Conrad, Joseph","Enrique Breccia, Sergio Pitol","=""8494674404""","=""9788494674402""",4,3.43,Libros del Zorro Rojo,Hardcover,144,2017,1899,2023/01/12,2023/01/08,,,read,,,,1,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",4,4.11,Knopf,Hardcover,399,2022,2022,2023/01/06,2023/01/05,,,read,,,,1,0
57744316,Furia,Clyo Mendoza,"Mendoza, Clyo",,"=""6078764101""","=""9786078764105""",4,4.05,Almada,Hardcover,259,2021,,2022/12/29,2022/12/15,,,read,,,,1,0
239399,"The Ghost Brigades (Old Man's War, #2)",John Scalzi,"Scalzi, John",,"=""0765354063""","=""9780765354068""",5,4.12,Tom Doherty Associates,Mass Market Paperback,343,2007,2006,2022/12/12,2022/11/21,,,read,,,,1,0
40802996,El gallo de oro y otros relatos,Juan Rulfo,"Rulfo, Juan",,"=""841704714X""","=""9788417047146""",0,4.04,RM,Paperback,206,2017,1980,2022/11/21,2022/11/14,,,read,,,,1,0
2460584,Foundation (Foundation #1),Isaac Asimov,"Asimov, Isaac",,"=""0553382578""","=""9780553382570""",0,4.17,Del Rey,Paperback,272,2008,1951,2022/10/19,2022/10/15,,,read,,,,1,0
52771539,Tsukimonogatari: Possession Tale,NisiOisiN,"NisiOisiN, NisiOisiN",VOFAN,"=""1646590627""","=""9781646590629""",0,3.88,Kodansha Comics,Kindle Edition,307,2019,2012,2022/10/13,2022/10/03,,,read,,,,1,0
1857440,"John Dies at the End (John Dies at the End, #1)",David  Wong,"Wong, David",Jason Pargin,"=""0978970764""","=""9780978970765""",0,3.86,Permuted Press,Paperback,362,2007,2007,,2022/10/09,to-read,to-read (#9),to-read,,,,0,0
10452604,The Illustrated Man (Harper Perennial Modern Classics),Ray Bradbury,"Bradbury, Ray",,"=""0062079972""","=""9780062079978""",5,4.13,William Morrow Paperbacks,Paperback,275,2011,1951,2022/10/01,2022/09/24,,,read,,,,1,0
438551,Ka,Roberto Calasso,"Calasso, Roberto",Edgardo Dobry,"=""8433908901""","=""9788433908902""",5,4.14,Editorial Anagrama,Paperback,464,1999,1996,2022/09/18,2022/07/17,,,read,,,,1,0
20820907,1915,Manuel Gómez Morín,"Morín, Manuel Gómez",,"=""""","=""""",0,4.18,Cvltvra,Paperback,58,1927,1927,,2022/09/06,to-read,to-read (#8),to-read,,,,0,0
60657583,"Lucy by the Sea (Amgash, #4)",Elizabeth Strout,"Strout, Elizabeth",,"=""0593446062""","=""9780593446065""",0,3.90,Random House,Hardcover,291,2022,2022,,2022/08/30,to-read,to-read (#7),to-read,,,,0,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,4.14,Harper Voyager,Hardcover,544,2022,2022,,2022/07/26,to-read,to-read (#6),to-read,,,,0,0
1009818,El gran teatro del mundo / El gran mercado del mundo,Pedro Calderón de la Barca,"Barca, Pedro Calderón de la",,"=""8437600294""","=""9788437600291""",5,3.78,Cátedra,Paperback,152,2005,1655,2022/07/15,2022/07/13,,,read,,,,1,0
406472,Nuevo tiempo mexicano,Carlos Fuentes,"Fuentes, Carlos",,"=""9681902319""","=""9789681902315""",5,3.93,Alfaguara,Paperback,191,2001,1994,2022/07/12,2022/07/11,,,read,,,,1,0
52771198,Koimonogatari: Love Tale,NisiOisiN,"NisiOisiN, NisiOisiN",VOFAN,"=""1646590619""","=""9781646590612""",5,4.59,Kodansha Comics,Kindle Edition,302,2019,2011,2022/07/10,2022/07/09,,,read,,,,1,0
56353777,The Cabinet,Kim Un-Su,"Un-Su, Kim",Sean Lin Halbert,"=""0857669176""","=""9780857669179""",3,3.49,Angry Robot,Paperback,304,2021,2006,2022/07/07,2022/07/03,,,read,,,,1,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",4,4.31,Orbit,Paperback,561,2011,2011,2022/07/03,2022/06/27,,,read,,,,1,0
53388537,LA REGION MAS TRANSPARENTE | CARLOS FUENTES | FCE 1977,Carlos Fuentes,"Fuentes, Carlos",,"=""""","=""""",5,4.05,Fondo de la cultura económica. ,Paperback,460,1977,1958,2022/06/24,2022/03/02,,,read,,,,1,0
58582927,Time Is a Mother,Ocean Vuong,"Vuong, Ocean",,"=""0593300238""","=""9780593300237""",0,3.91,Penguin Press,Hardcover,114,2022,2022,,2022/05/03,to-read,to-read (#5),to-read,,,,0,0
54977835,Composite Creatures,Caroline Hardaker,"Hardaker, Caroline",,"=""0857669028""","=""9780857669025""",3,3.46,Angry Robot,Paperback,285,2021,2021,2022/03/01,2022/01/27,,,read,,,,1,0
54357168,Exhalation,Ted Chiang,"Chiang, Ted",,"=""1101972084""","=""9781101972083""",5,4.27,Vintage,Paperback,339,2020,2019,2022/01/21,2022/01/19,,,read,,,,1,0
41015249,Beren and Lúthien,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Alan  Lee","=""""","=""""",5,4.06,Houghton Mifflin Harcourt,Kindle Edition,321,2017,2017,2022/01/18,2022/01/07,,,read,"Thus long they spoke with heavy hearts;<br/>and yet not all her elvish arts<br/>nor lissom arms, nor shining eyes<br/>as tremulous stars in rainy skies,<br/>nor tender lips, enchanted voice,<br/>his purpose bent or swayed his choice. ",,,1,0
57850265,How High We Go in the Dark,Sequoia Nagamatsu,"Nagamatsu, Sequoia",,"=""0063072645""","=""9780063072640""",0,3.81,William Morrow,Hardcover,293,2022,2022,,2022/01/19,to-read,to-read (#4),to-read,,,,0,0
24885533,The Paper Menagerie and Other Stories,Ken Liu,"Liu, Ken",,"=""1481442546""","=""9781481442541""",0,4.35,Gallery / Saga Press,Hardcover,450,2016,2016,,2022/01/19,to-read,to-read (#3),to-read,,,,0,0
52771147,Onimonogatari: Demon Tale,NisiOisiN,"NisiOisiN, NisiOisiN",VOFAN,"=""1646590589""","=""9781646590582""",4,4.03,Kodansha Comics,Kindle Edition,315,2019,2011,2022/01/07,2022/01/05,,,read,,,,1,0
25115673,Cinco novelas cortas,Antón Chéjov,"Chéjov, Antón",Víctor Gallego Ballestero,"=""8490650845""","=""9788490650844""",5,4.26,Alba editorial,Paperback,440,2015,2012,2022/01/05,2021/09/07,,,read,,,,1,0
42123075,La vida es sueño,Pedro Calderón de la Barca,"Barca, Pedro Calderón de la",Gabriel Grün,"=""8494884824""","=""9788494884825""",5,3.93,Libros del Zorro Rojo,Hardcover,192,2018,1635,2021/12/17,2021/12/17,,,read,,,,1,0
52771100,Otorimonogatari: Decoy Tale,NisiOisiN,"NisiOisiN, NisiOisiN",VOFAN,"=""1646590570""","=""9781646590575""",5,4.30,Kodansha Comics,Kindle Edition,318,2019,2011,2021/09/06,2021/08/31,,,read,,,,1,0
77565,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,"Simmons, Dan",,"=""0553288202""","=""9780553288209""",5,4.24,Spectra,Mass Market Paperback,517,1995,1990,2021/08/28,2021/08/15,,,read,,,,1,0
37703587,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",4,4.23,Tom Doherty Associates ,Mass Market Paperback,355,2007,2005,2021/08/15,2020/08/26,,,read,,,,1,0
52771037,Hanamonogatari: Flower Tale,NisiOisiN,"NisiOisiN, NisiOisiN",VOFAN,"=""""","=""9781646590605""",4,4.12,Kodansha Comics,ebook,292,2019,2011,2021/08/08,2021/08/07,,,read,,,,1,0
55346095,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557675X""","=""9781635576757""",5,4.21,Bloomsbury Publishing,Hardcover,259,2020,2020,2021/08/04,2020/11/13,,,read,,,,1,0
57101569,Das Haus an Den Klippen: Anfanger 2 (Lesen Und Uben),Achim Seiffarth,"Seiffarth, Achim",,"=""8877546301""","=""9788877546302""",3,3.00,Vicens Vives,Paperback,,2013,,2021/08/03,2021/08/02,,,read,,,,1,0
56083684,En las montañas de la locura,H.P. Lovecraft,"Lovecraft, H.P.",Calvert Casey,"=""8432237671""","=""9788432237676""",4,3.78,Austral,Hardcover,192,2021,1936,2021/07/31,2021/07/28,,,read,,,,1,0
11797647,Harry Potter Signature Boxed Set,J.K. Rowling,"Rowling, J.K.",,"=""1408825945""","=""9781408825945""",5,4.73,Bloomsbury UK,Hardcover,4000,2011,2007,,2020/01/08,,,read,,,,1,0
26795377,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0062459082""","=""9780062459084""",5,4.16,William Morrow Paperbacks,Paperback,440,2016,1996,2021/07/28,2021/07/25,,,read,,,,1,0
53115342,La guerra de los mundos,H.G. Wells,"Wells, H.G.",,"=""6070761103""","=""9786070761102""",3,3.83,Austral,paperback,320,2019,1898,2021/07/24,2021/07/22,,,read,,,,1,0
56056147,"Ansibles, perfiladores y otras máquinas de ingenio",Andrea Chapela,"Chapela, Andrea",,"=""607866784X""","=""9786078667840""",5,4.25,Almadía,Hardcover,213,2020,2020,2021/07/15,2021/06/29,,,read,,,,1,0
823763,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",Portia Rosenberg,"=""""","=""""",4,3.87,Bloomsbury Publishing,Paperback,1006,2005,2004,2021/07/12,2021/06/13,,,read,,,,1,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",4,4.28,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,2021/03/21,2021/03/09,,,read,,,,1,0
32487278,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""6070735404""","=""9786070735400""",4,3.91,Austral,Paperback,294,2016,1818,2021/03/01,2021/02/15,,,read,,,,1,0
3182557,"The City of Dreaming Books (Zamonien, #4)",Walter Moers,"Moers, Walter",J. Maxwell Brownjohn,"=""1590201116""","=""9781590201114""",5,4.40,The Overlook Press,Paperback,456,2008,2004,2021/02/11,2021/02/01,,,read,,,,1,0
46158392,Nekomonogatari (Black),NisiOisiN,"NisiOisiN, NisiOisiN",,"=""1642129070""","=""9781642129076""",4,4.04,Kodansha,Kindle Edition,348,2019,2010,2021/01/31,2021/01/25,,,read,,,,1,0
530787,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Mirra Ginsburg,"=""0380633132""","=""9780380633135""",3,3.88,Harper Voyager,Mass Market Paperback,232,2001,1924,2021/01/21,2021/01/10,,,read,,,,1,0
16097219,Física cuántica para filo-sofos,Alberto Clemente de la Torre,"Torre, Alberto Clemente de la",,"=""""","=""""",5,3.64,Fondo de Cultura Económica,Paperback,129,2011,1992,2021/01/08,2021/01/04,,,read,,,,1,0
24233679,Nanociencia y nanotecnología: La construcción de un mundo mejor átomo por átomo,Noboru Takeuchi,"Takeuchi, Noboru",,"=""6071603900""","=""9786071603906""",5,3.91,Fondo de Cultura Económica,Kindle Edition,163,2012,2010,,2020/01/08,,,read,,,,1,0
33520197,Drácula,Bram Stoker,"Stoker, Bram",Juan Antonio Molina Foix,"=""8408167898""","=""9788408167891""",4,4.02,Austral,Hardcover,576,2017,1897,2021/01/02,2020/12/05,,,read,,,,1,0
7386418,La ciencia del caos,Isaac Schifter,"Schifter, Isaac",,"=""9681668634""","=""9789681668631""",3,3.31,Fondo de Cultura Económica,Paperback,108,2001,1996,2020/11/30,2020/11/23,,,read,,,,1,0
35603490,Las mil y una noches,Anonymous,"Anonymous, Anonymous","Dolors Cinca Pinós, Margarita Castells Criballés","=""8423352889""","=""9788423352883""",4,3.51,Austral,Hardcover,656,2017,,2020/11/12,2020/10/05,,,read,,,,1,0
1500566,El esbirro (Astor) (Spanish Edition),Sergei Kourdakov,"Kourdakov, Sergei",,"=""8482394134""","=""9788482394138""",4,4.36,"Ediciones Palabra, S.A.",Paperback,320,2000,1973,,2020/10/23,,,read,,,,1,0
6740915,All Art Is Propaganda: Critical Essays,George Orwell,"Orwell, George",Keith Gessen,"=""0156033070""","=""9780156033077""",4,4.22,Mariner Books Classics,Paperback,416,2009,1941,2020/09/22,2020/06/01,,,read,,,,1,0
1664128,El Cuarto Poder (Spanish Edition),Jeffrey Archer,"Archer, Jeffrey",,"=""8439702477""","=""9788439702474""",3,3.82,Mondadori (IT),Paperback,569,1998,1996,,2020/08/26,,,read,,,,1,0
32981287,El llano en llamas,Juan Rulfo,"Rulfo, Juan",,"=""""","=""""",5,4.20,Editorial RM,Paperback,169,2016,1953,2020/08/14,2020/06/02,,,read,,,,1,0
493212,Propaganda,Edward L. Bernays,"Bernays, Edward L.",Mark Crispin Miller,"=""0970312598""","=""9780970312594""",3,3.74,Ig Publishing,Paperback,168,2004,1928,2020/08/08,2020/06/01,,,read,,,,1,0
415459,I Have No Mouth & I Must Scream,Harlan Ellison,"Ellison, Harlan",Theodore Sturgeon,"=""0441363954""","=""9780441363957""",3,3.89,Ace,Mass Market Paperback,134,1967,1967,2020/05/10,2020/04/29,,,read,,,,1,0
18299452,The Last Question,Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",3,4.53,,ebook,16,1956,1956,2020/05/11,2020/04/28,,,read,,,,1,0
25451264,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377101""","=""9780765377104""",5,4.40,TOR,Hardcover,604,2016,2010,2020/06/24,2020/05/04,,,read,,,,1,0
31450980,The Art of War,Sun Tzu,"Tzu, Sun",Jonathan Clements,"=""1509827951""","=""9781509827954""",2,3.94,Macmillan Collector's Library,Hardcover,184,2017,-500,,2020/06/17,,,read,,,,2,0
1841642,Can a Robot be Human?: 33 Perplexing Philosophy Puzzles,Peter Cave,"Cave, Peter",,"=""1851685316""","=""9781851685318""",3,3.37,Oneworld Publications,Paperback,192,2007,2010,,2020/06/15,,,read,,,,1,0
20807813,Meditaciones,Marcus Aurelius,"Aurelius, Marcus",,"=""6071122252""","=""9786071122254""",3,4.28,Taurus (Great Ideas),Paperback,172,2012,180,2020/06/12,2020/06/08,,,read,,,,1,0
38667,Pedro Páramo,Juan Rulfo,"Rulfo, Juan",Fundación Juan Rulfo,"=""""","=""""",0,4.05,Editorial RM - Fundación Juan Rulfo,Paperback,136,2017,1955,,2020/06/09,,,read,,,,1,0
3220405,"Ender in Exile (Ender's Saga, #5)",Orson Scott Card,"Card, Orson Scott",,"=""0765304961""","=""9780765304964""",0,3.92,Tor Books,Hardcover,369,2008,2008,,2020/06/02,to-read,to-read (#2),to-read,,,,0,0
12615,Media Control: The Spectacular Achievements of Propaganda,Noam Chomsky,"Chomsky, Noam",,"=""1583225366""","=""9781583225363""",0,4.02,Seven Stories Press,Paperback,103,2002,1995,,2020/06/01,to-read,to-read (#1),to-read,,,,0,0
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512179""","=""9780525512172""",4,4.15,Random House,Hardcover,372,2018,2018,2020/06/01,2020/05/04,,,read,,,,1,0
