Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
33385733,La muerte de los héroes,Carlos García Gual,"Gual, Carlos García",,"=""8416714037""","=""9788416714032""",5,3.74,Turner,Paperback,162,2016,2016,2023/01/15,2023/01/05,"antología, mitología","antología (#3), mitología (#39)",read,,,,1,0
25490647,Padres e hijos,Ivan Turgenev,"Turgenev, Ivan",Joaquín Fernández-Valdés Roig-Gironella,"=""849065106X""","=""9788490651063""",0,4.00,Alba,Hardcover,288,2015,1862,,2022/07/19,"literatura-rusa, novelas, to-read","literatura-rusa (#13), novelas (#53), to-read (#39)",to-read,,,,0,0
25201832,Narración de Arthur Gordon Pym,Edgar Allan Poe,"Poe, Edgar Allan","Julio Cortázar, Luis Scafati","=""8494291874""","=""9788494291876""",5,3.50,Libros del Zorro Rojo,Paperback,252,2015,1838,2023/01/05,2022/12/28,"ciencia-ficción, novelas","ciencia-ficción (#3), novelas (#54)",read,,,,1,0
44059077,"H.P. Lovecraft's At the Mountains of Madness, Volume 2",Gou Tanabe,"Tanabe, Gou","田辺 剛, H.P. Lovecraft","=""1506710239""","=""9781506710235""",5,4.37,Dark Horse Manga,Paperback,346,2019,2017,2022/12/27,2022/12/26,"manga, miedo","manga (#43), miedo (#7)",read,,,,1,0
42875804,"H.P. Lovecraft's At the Mountains of Madness, Volume 1",Gou Tanabe,"Tanabe, Gou",H.P. Lovecraft,"=""1506710220""","=""9781506710228""",5,4.25,Dark Horse Manga,Paperback,298,2019,2016,2022/12/26,2022/12/26,"manga, miedo","manga (#42), miedo (#6)",read,,,,1,0
45169876,La Raza Cosmica,José Vasconcelos,"Vasconcelos, José",,"=""9700757285""","=""9789700757285""",5,3.27,Editorial Porrua,Paperback,164,,1925,2020/10/15,2020/10/14,filosofía,filosofía (#38),read,,,,1,0
53309464,Sobre la cuádruple raíz del principio de razón suficiente,Arthur Schopenhauer,"Schopenhauer, Arthur",,"=""8491815449""","=""9788491815440""",5,4.05,Alianza,Kindle Edition,283,2019,1813,2022/05/19,2022/05/12,"filosofía, schopenhueriano","filosofía (#75), schopenhueriano (#6)",read,,,,1,0
22042548,Poesía y verdad: de mi vida,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Rosa Sala,"=""8489846545""","=""9788489846548""",0,3.80,Alba Editorial,Hardcover,898,1995,1833,,2022/07/26,to-read,to-read (#38),to-read,,,,0,0
58902741,Antología poética,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",,"=""8490657300""","=""9788490657300""",0,3.45,Alba,Paperback,296,2021,,,2022/07/26,to-read,to-read (#37),to-read,,,,0,0
50408854,The Prophecy Of Dante: A Poem,Lord Byron,"Byron, Lord",,"=""1011931958""","=""9781011931958""",5,4.00,Wentworth Press,Hardcover,52,2019,,2022/07/20,2022/07/20,poesía,poesía (#8),read,,,,1,0
20446178,Calígula,Albert Camus,"Camus, Albert",,"=""8420676578""","=""9788420676579""",5,4.09,Alianza Editorial,Paperback,146,2013,1944,2022/07/18,2022/07/17,teatral-dramático,teatral-dramático (#9),read,,,,1,0
3257059,El Evangelio de Judas,Francisco García Bazán,"Bazán, Francisco García",,"=""848164837X""","=""9788481648379""",5,4.75,"Editorial Trotta, S.A.",Paperback,66,2006,2006,2022/07/16,2022/07/16,mitología,mitología (#38),read,,,,1,0
31392849,El ardor,Roberto Calasso,"Calasso, Roberto",Edgardo Dobry,"=""8433979639""","=""9788433979636""",5,4.42,Editorial Anagrama,Paperback,552,2016,2010,2022/07/14,2021/07/10,"filosofía, mitología, oriental","filosofía (#76), mitología (#37), oriental (#8)",read,,,,1,0
1297093,La gaviota / El tío Vania / Las tres hermanas / El jardín de los cerezos,Anton Chekhov,"Chekhov, Anton",Isabel Vicente Esteban,"=""8437612780""","=""9788437612782""",5,4.12,Cátedra,Paperback,384,2004,1904,2022/07/09,2021/08/21,"literatura-rusa, teatral-dramático","literatura-rusa (#12), teatral-dramático (#8)",read,,,,1,0
34851247,Cien años de soledad,Gabriel García Márquez,"Márquez, Gabriel García",Luisa Rivera,"=""8439732473""","=""9788439732471""",5,4.12,Literatura Random House,Hardcover,400,2017,1967,2022/07/07,2020/06/20,novelas,novelas (#52),read,,,,1,0
41555502,Los mitos hebreos,Robert Graves,"Graves, Robert","Raphael Patai, Javier Sánchez García-Gutiérrez","=""842069732X""","=""9788420697321""",0,3.92,Alianza Editorial,Paperback,448,2015,1963,,2022/04/16,"mitología, to-read","mitología (#33), to-read (#36)",to-read,,,,0,0
15917008,Caspar David Friedrich,Johannes Grave,"Grave, Johannes",,"=""3791346288""","=""9783791346281""",0,4.54,Prestel USA,Hardcover,288,2012,2012,,2021/12/25,"historia-arte, to-read","historia-arte (#1), to-read (#35)",to-read,,,,0,0
11206854,John Martin: Apocalypse Now!,Barbara Morden,"Morden, Barbara",,"=""1904794998""","=""9781904794998""",5,4.25,Northumbria University Press,Hardcover,136,2014,2011,2022/07/02,2022/06/26,historia-arte,historia-arte (#2),read,,,,1,0
112537,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""1857231589""","=""9781857231588""",5,4.12,,Paperback,243,2000,1973,2022/06/09,2022/06/01,"ciencia-ficción, novelas","ciencia-ficción (#2), novelas (#51)",read,,,,1,0
34726878,"Arthur Schopenhauer presentado desde el trato personal: Una mirada a su vida, su carácter y su pensamiento (Spanish Edition)",Wilhelm Gwinner,"Gwinner, Wilhelm",Luis Fernando Moreno Claros,"=""""","=""""",0,4.67,Hermida Editores,Kindle Edition,163,2017,2015,,2022/05/13,to-read,to-read (#34),to-read,,,,0,0
24873491,Parerga y paralipómena II,Arthur Schopenhauer,"Schopenhauer, Arthur",Pilar López de Santa María,"=""8498790492""","=""9788498790498""",5,4.43,Trotta,Hardcover,688,2009,1851,2022/02/01,2021/07/06,"filosofía, favoritos, schopenhueriano","filosofía (#72), favoritos (#26), schopenhueriano (#5)",read,,,,1,0
2789923,Parerga y paralipómena I,Arthur Schopenhauer,"Schopenhauer, Arthur",Pilar López de Santa María,"=""8481648795""","=""9788481648799""",5,4.29,"Editorial Trotta, S.A.",Hardcover,510,2006,1851,2021/09/18,2021/07/06,"favoritos, filosofía, schopenhueriano","favoritos (#17), filosofía (#69), schopenhueriano (#4)",read,,,,1,0
49689935,Dialectica eristica o el arte de tener razon (Spanish Edition),Arthur Schopenhauer,"Schopenhauer, Arthur",,"=""1973978504""","=""9781973978503""",5,3.50,CreateSpace Independent Publishing Platform,Paperback,36,2017,1831,2020/12/12,2020/12/11,"educación, filosofía, dialéctica-retórica-lógica, schopenhueriano","educación (#3), filosofía (#48), dialéctica-retórica-lógica (#1), schopenhueriano (#3)",read,,,,1,0
8015706,"El cantar de los Nibelungos (Sepan Cuantos, #285)",Unknown,"Unknown, Unknown",Marianne Oeste de Bopp,"=""9700757544""","=""9789700757544""",5,3.82,Porrúa,Paperback,245,2010,1200,2022/05/10,2021/09/18,"epopeyas, mitología, poesía","epopeyas (#10), mitología (#34), poesía (#7)",read,,,,1,0
10497032,Prometeo: mito y literatura (Antropologia) (Spanish Edition),Carlos García Gual,"Gual, Carlos García",,"=""8437506301""","=""9788437506302""",0,4.21,Fondo de Cultura Económica,Paperback,239,2009,1979,,2022/04/23,to-read,to-read (#33),to-read,,,,0,0
48694970,Las bodas de Cadmo y Harmonía,Roberto Calasso,"Calasso, Roberto",Joaquim Jordà,"=""8433902407""","=""9788433902405""",5,4.24,Anagrama,Paperback,384,2019,1988,2022/03/27,2021/08/21,mitología,mitología (#31),read,,,,1,0
9699060,Cuentos 2,Edgar Allan Poe,"Poe, Edgar Allan",Julio Cortázar,"=""8420674192""","=""9788420674193""",0,4.12,Alianza Editorial,Mass Market Paperback,547,2010,1956,,2021/09/18,"cuentos, miedo, to-read","cuentos (#20), miedo (#5), to-read (#32)",to-read,,,,0,0
9627740,Mendel el de los libros,Stefan Zweig,"Zweig, Stefan",Berta Vias Mahou,"=""8496834905""","=""9788496834903""",5,4.03,Acantilado,Paperback,57,2009,1929,2022/02/11,2022/02/11,cuentos,cuentos (#21),read,,,,1,0
55609834,La Muerte de Iván Ilich,Leo Tolstoy,"Tolstoy, Leo","Erico Koerich, Leo Tolstoy","=""""","=""""",5,4.14,,Kindle Edition,53,2020,1886,2021/06/27,2021/06/27,"cuentos, existencialista, literatura-rusa","cuentos (#12), existencialista (#10), literatura-rusa (#6)",read,"Excelente cuento, no muy buena traducción",,,1,0
26695,Savage Anomaly: The Power of Spinoza's Metaphysics and Politics,Negri,"Negri, Negri",,"=""0816636702""","=""9780816636709""",0,4.02,University of Minnesota Press,Paperback,304,1999,1981,,2022/01/16,to-read,to-read (#31),to-read,,,,0,0
9752989,Imperio,Michael Hardt,"Hardt, Michael",Antonio Negri,"=""9501253368""","=""9789501253368""",0,3.77,Ediciones Paidos Iberica,Paperback,400,2004,2000,,2022/01/16,to-read,to-read (#30),to-read,,,,0,0
20447523,Orientalismo,Edward W. Said,"Said, Edward W.",Juan Goytisolo,"=""""","=""""",0,4.13,Random House Mondadori,Paperback,510,2008,1978,,2022/01/16,to-read,to-read (#29),to-read,,,,0,0
50712111,Gran historia visual de la filosofía,Masato  Tanaka,"Tanaka, Masato",Tetsuya Saito,"=""9878453014""","=""9789878453019""",5,4.31,Blackie Books,Paperback,353,,2015,2022/01/16,2022/01/07,"filosofía, history","filosofía (#73), history (#9)",read,,,,1,0
57717689,Guerra y paz,Leo Tolstoy,"Tolstoy, Leo","Leo Tolstoy, Joaquín Fernández-Valdés","=""8490657580""","=""9788490657584""",5,4.17,Alba Editorial,Kindle Edition,1680,2021,1869,2022/01/07,2021/07/06,"guerra, literatura-rusa, novelas, history","guerra (#5), literatura-rusa (#11), novelas (#49), history (#8)",read,Lo mejor de Tolstói.,,,1,0
54611354,Relatos (Minus nº 79) (Spanish Edition),Leo Tolstoy,"Tolstoy, Leo","Leo Tolstoy, Víctor Gallego Ballestero","=""8490656746""","=""9788490656747""",0,4.16,Alba Editorial,Kindle Edition,624,2020,,,2021/07/06,"literatura-rusa, antología, cuentos, to-read","literatura-rusa (#10), antología (#2), cuentos (#15), to-read (#28)",to-read,,,,0,0
37541,"Egyptian Mythology: A Guide to the Gods, Goddesses, and Traditions of Ancient Egypt",Geraldine Pinch,"Pinch, Geraldine",,"=""0195170245""","=""9780195170245""",5,4.04,Oxford University Press,Paperback,255,2004,2002,2021/11/26,2021/11/15,"mitología, favoritos","mitología (#28), favoritos (#23)",read,De los mejores libros de mitología que he leído.<br/>Muy denso.,,,1,0
13724124,Mahabharata,Anonymous,"Anonymous, Anonymous","William Buck, B.A. van Nooten, Shirley Triest","=""0520273028""","=""9780520273023""",5,4.32,University of California Press,Paperback,442,2012,1951,2021/09/26,2021/09/18,"epopeyas, mitología, oriental, novelas, favoritos","epopeyas (#9), mitología (#22), oriental (#7), novelas (#46), favoritos (#22)",read,,,,1,0
13724121,"Ramayana, 35th Anniversary Edition",Vālmīki,"Vālmīki, Vālmīki","William Buck, Shirley Triest, B.A. van Nooten","=""0520272986""","=""9780520272989""",5,4.07,University of California Press,Paperback,464,2012,1957,2021/09/08,2021/08/29,"epopeyas, mitología, novelas, favoritos","epopeyas (#8), mitología (#21), novelas (#45), favoritos (#21)",read,,,,1,0
44776942,"Berserk, Vol. 40",Kentaro Miura,"Miura, Kentaro",,"=""1506714986""","=""9781506714981""",5,4.75,Dark Horse Manga,Paperback,176,2019,2018,2021/12/11,2021/11/14,"berserk, manga","berserk (#40), manga (#40)",read,,,,1,0
36688784,"Berserk, Vol. 39",Kentaro Miura,"Miura, Kentaro",,"=""1506707084""","=""9781506707082""",5,4.72,Dark Horse Manga,Paperback,184,2018,2017,2021/12/11,2021/11/14,"berserk, manga","berserk (#39), manga (#39)",read,,,,1,0
33253014,"Berserk, Vol. 38 (Berserk, #38)",Kentaro Miura,"Miura, Kentaro",,"=""1506703984""","=""9781506703985""",5,4.66,Dark Horse Manga,Paperback,208,2017,2016,2021/12/10,2021/11/14,"berserk, manga","berserk (#38), manga (#38)",read,,,,1,0
18208495,"Berserk, Vol. 37",Kentaro Miura,"Miura, Kentaro",Chris Warner,"=""1616552050""","=""9781616552053""",5,4.61,Dark Horse Manga,Paperback,232,2013,2013,2021/12/10,2021/11/14,"berserk, manga","berserk (#37), manga (#37)",read,,,,1,0
15894058,"Berserk, Vol. 36",Kentaro Miura,"Miura, Kentaro",,"=""1595829423""","=""9781595829429""",5,4.55,Dark Horse Manga,Paperback,211,2012,2011,2021/12/10,2021/11/14,"berserk, manga","berserk (#36), manga (#36)",read,,,,1,0
11452849,"Berserk, Vol. 35",Kentaro Miura,"Miura, Kentaro",,"=""1595826955""","=""9781595826954""",5,4.54,Dark Horse Manga,Paperback,216,2011,2010,2021/12/09,2021/11/14,"berserk, manga","berserk (#35), manga (#35)",read,,,,1,0
8728667,"Berserk, Vol. 34",Kentaro Miura,"Miura, Kentaro",,"=""1595825320""","=""9781595825322""",5,4.68,Dark Horse,Paperback,240,2010,2009,2021/12/09,2021/11/14,"berserk, manga","berserk (#34), manga (#34)",read,,,,1,0
7608213,"Berserk, Vol. 33",Kentaro Miura,"Miura, Kentaro",,"=""1595823727""","=""9781595823724""",5,4.62,Dark Horse Manga,Paperback,232,2010,2008,2021/12/09,2021/11/14,"berserk, manga","berserk (#33), manga (#33)",read,,,,1,0
7399514,"Berserk, Vol. 32",Kentaro Miura,"Miura, Kentaro",,"=""1595823670""","=""9781595823670""",5,4.62,Dark Horse Manga,Paperback,232,2009,2007,2021/12/08,2021/11/14,"berserk, manga","berserk (#32), manga (#32)",read,,,,1,0
1875541,"Berserk, Vol. 31",Kentaro Miura,"Miura, Kentaro",,"=""1595823662""","=""9781595823663""",5,4.61,Dark Horse,Paperback,208,2009,2006,2021/12/08,2021/11/14,"berserk, manga","berserk (#31), manga (#31)",read,,,,1,0
6337758,"Berserk, Vol. 30",Kentaro Miura,"Miura, Kentaro",Duane Johnson,"=""1595822119""","=""9781595822116""",5,4.58,Dark Horse,Paperback,208,2009,2006,2021/12/08,2021/11/14,"berserk, manga","berserk (#30), manga (#30)",read,,,,1,0
6276142,"Berserk, Vol. 29",Kentaro Miura,"Miura, Kentaro",,"=""1595822100""","=""9781595822109""",5,4.54,Dark Horse Manga,Paperback,211,2009,2005,2021/12/07,2021/11/14,"berserk, manga","berserk (#29), manga (#29)",read,,,,1,0
5083854,"Berserk, Vol. 28",Kentaro Miura,"Miura, Kentaro",,"=""1595822097""","=""9781595822093""",5,4.61,Dark Horse Manga,Paperback,240,2009,2005,2021/12/07,2021/11/14,"berserk, manga","berserk (#28), manga (#28)",read,,,,1,0
5083852,"Berserk, Vol. 27",Kentaro Miura,"Miura, Kentaro",,"=""1593079230""","=""9781593079239""",5,4.65,Dark Horse Manga,Paperback,217,2009,2004,2021/12/06,2021/11/14,"berserk, manga","berserk (#27), manga (#27)",read,,,,1,0
248936,"Berserk, Vol. 26",Kentaro Miura,"Miura, Kentaro",,"=""1593079222""","=""9781593079222""",5,4.69,Dark Horse,Paperback,224,2008,2003,2021/12/06,2021/11/14,"berserk, manga","berserk (#26), manga (#26)",read,,,,1,0
3586999,"Berserk, Vol. 25",Kentaro Miura,"Miura, Kentaro",,"=""1593079214""","=""9781593079215""",5,4.59,Dark Horse Manga,Paperback,224,2008,2003,2021/12/06,2021/11/14,"berserk, manga","berserk (#25), manga (#25)",read,,,,1,0
2901744,"Berserk, Vol. 24",Kentaro Miura,"Miura, Kentaro",,"=""159307865X""","=""9781593078652""",5,4.56,Dark Horse Manga,Paperback,204,2008,2002,2021/12/05,2021/11/14,"berserk, manga","berserk (#24), manga (#24)",read,,,,1,0
2571937,"Berserk, Vol. 23",Kentaro Miura,"Miura, Kentaro",,"=""1593078641""","=""9781593078645""",5,4.58,Dark Horse Manga,Paperback,208,2008,2002,2021/12/05,2021/11/14,"berserk, manga","berserk (#23), manga (#23)",read,,,,1,0
2571920,"Berserk, Vol. 22",Kentaro Miura,"Miura, Kentaro",,"=""1593078633""","=""9781593078638""",5,4.65,Dark Horse Manga,Paperback,224,2008,2001,2021/12/05,2021/11/14,"berserk, manga","berserk (#22), manga (#22)",read,,,,1,0
2001695,"Berserk, Vol. 21",Kentaro Miura,"Miura, Kentaro",,"=""1593077467""","=""9781593077464""",5,4.65,Dark Horse Manga,Paperback,240,2008,2001,2021/12/04,2021/11/14,"berserk, manga","berserk (#21), manga (#21)",read,,,,1,0
1898914,"Berserk, Vol. 20",Kentaro Miura,"Miura, Kentaro",,"=""1593077459""","=""9781593077457""",5,4.62,Dark Horse Manga,Paperback,229,2007,2000,2021/12/04,2021/11/14,"berserk, manga","berserk (#20), manga (#20)",read,,,,1,0
1501850,"Berserk, Vol. 19",Kentaro Miura,"Miura, Kentaro",,"=""1593077440""","=""9781593077440""",5,4.61,Dark Horse Manga,Paperback,228,2007,2000,2021/12/03,2021/11/14,"berserk, manga","berserk (#19), manga (#19)",read,,,,1,0
248886,"Berserk, Vol. 18",Kentaro Miura,"Miura, Kentaro",,"=""1593077432""","=""9781593077433""",5,4.57,Dark Horse Manga,Paperback,235,2007,1999,2021/12/03,2021/11/14,"berserk, manga","berserk (#18), manga (#18)",read,,,,1,0
248885,"Berserk, Vol. 17",Kentaro Miura,"Miura, Kentaro",,"=""1593077424""","=""9781593077426""",5,4.58,Dark Horse Manga,Paperback,240,2007,1999,2021/12/02,2021/11/14,"berserk, manga","berserk (#17), manga (#17)",read,,,,1,0
1010685,El mito del eterno retorno,Mircea Eliade,"Eliade, Mircea",Ricardo Anaya,"=""842063607X""","=""9788420636078""",4,4.22,Alianza Editorial,Paperback,176,2004,1949,2021/12/02,2021/11/26,"filosofía, mitología","filosofía (#71), mitología (#30)",read,,,,1,0
248868,"Berserk, Vol. 16",Kentaro Miura,"Miura, Kentaro",,"=""1593077068""","=""9781593077068""",5,4.54,Dark Horse Manga,Paperback,234,2007,1998,2021/12/01,2021/11/14,"berserk, manga","berserk (#16), manga (#16)",read,,,,1,0
248866,"Berserk, Vol. 15",Kentaro Miura,"Miura, Kentaro",Duane Johnson,"=""1593075774""","=""9781593075774""",5,4.50,Dark Horse Manga,Paperback,240,2007,1998,2021/11/30,2021/11/14,"berserk, manga","berserk (#15), manga (#15)",read,,,,1,0
248867,"Berserk, Vol. 14",Kentaro Miura,"Miura, Kentaro",,"=""1593075014""","=""9781593075019""",5,4.55,Dark Horse Manga,Paperback,240,2006,1997,2021/11/29,2021/11/14,"berserk, manga","berserk (#14), manga (#14)",read,,,,1,0
248869,"Berserk, Vol. 13",Kentaro Miura,"Miura, Kentaro",,"=""1593075006""","=""9781593075002""",5,4.70,Dark Horse Manga,Paperback,240,2006,1997,2021/11/29,2021/11/14,"berserk, manga","berserk (#13), manga (#13)",read,,,,1,0
248876,"Berserk, Vol. 12",Kentaro Miura,"Miura, Kentaro",,"=""1593074840""","=""9781593074845""",5,4.76,Dark Horse Manga,Paperback,229,2006,1996,2021/11/29,2021/11/14,"berserk, manga","berserk (#12), manga (#12)",read,,,,1,0
248879,"Berserk, Vol. 11",Kentaro Miura,"Miura, Kentaro",,"=""1593074700""","=""9781593074708""",5,4.59,Dark Horse Manga,Paperback,234,2006,1996,2021/11/29,2021/11/14,"berserk, manga","berserk (#11), manga (#11)",read,,,,1,0
248872,"Berserk, Vol. 10",Kentaro Miura,"Miura, Kentaro",,"=""1593073313""","=""9781593073312""",5,4.69,Dark Horse Manga,Paperback,237,2006,1995,2021/11/28,2021/11/14,"berserk, manga","berserk (#10), manga (#10)",read,,,,1,0
248882,"Berserk, Vol. 9",Kentaro Miura,"Miura, Kentaro",,"=""1593073305""","=""9781593073305""",5,4.68,Dark Horse Manga,Paperback,234,2005,1995,2021/11/27,2021/11/14,"berserk, manga","berserk (#9), manga (#9)",read,,,,1,0
248878,"Berserk, Vol. 8 (Berserk, #8)",Kentaro Miura,"Miura, Kentaro",,"=""1593073291""","=""9781593073299""",5,4.69,Dark Horse Manga,Paperback,230,2005,1994,2021/11/27,2021/11/14,"berserk, manga","berserk (#8), manga (#8)",read,,,,1,0
35497548,No creo poder tocar el cielo con las manos,Sappho,"Sappho, Sappho",,"=""8439733259""","=""9788439733256""",5,3.96,RANDOM HOUSE,Kindle Edition,68,2017,,2021/11/26,2021/11/26,"poesía, mitología","poesía (#6), mitología (#29)",read,,,,1,0
248883,"Berserk, Vol. 7 (Berserk, #7)",Kentaro Miura,"Miura, Kentaro",,"=""1593073283""","=""9781593073282""",5,4.61,Dark Horse Manga,Paperback,231,2005,1994,2021/11/26,2021/11/14,"berserk, manga","berserk (#7), manga (#7)",read,,,,1,0
248884,"Berserk, Vol. 6 (Berserk, #6)",Kentaro Miura,"Miura, Kentaro",,"=""159307252X""","=""9781593072520""",5,4.62,Dark Horse Manga,Paperback,223,2005,1993,2021/11/23,2021/11/14,"berserk, manga","berserk (#6), manga (#6)",read,,,,1,0
248881,"Berserk, Vol. 5 (Berserk, #5)",Kentaro Miura,"Miura, Kentaro",,"=""1593072511""","=""9781593072513""",5,4.61,Dark Horse Books/Digital Manga Publishing,Paperback,240,2004,1993,2021/11/22,2021/11/14,"berserk, manga","berserk (#5), manga (#5)",read,,,,1,0
248870,"Berserk, Vol. 4 (Berserk, #4)",Kentaro Miura,"Miura, Kentaro",,"=""1593072031""","=""9781593072032""",5,4.58,Dark Horse Manga,Paperback,240,2004,1992,2021/11/20,2021/11/14,"berserk, manga","berserk (#4), manga (#4)",read,,,,1,0
248874,"Berserk, Vol. 3 (Berserk, #3)",Kentaro Miura,"Miura, Kentaro",,"=""1593070225""","=""9781593070229""",5,4.55,Dark Horse Comics LLC,Paperback,240,2004,1991,2021/11/17,2021/11/14,"berserk, manga","berserk (#3), manga (#3)",read,,,,1,0
34321095,Mitologías amerindias,Alejandro Ortiz Rescaniere,"Rescaniere, Alejandro Ortiz",,"=""8481648582""","=""9788481648584""",5,5.00,Editorial Trotta,Hardcover,424,2006,2006,2021/11/16,2021/11/05,mitología,mitología (#27),read,"Los mejores son los primeros tres ensayos, mitología norteaméricana, México central y Maya. Y el tema mitológico del perro. <br/><br/>Lo demás no me gustó tanto, pero están interesantes en tanto que son ensayos mitológicos diversos.",,,1,0
248873,"Berserk, Vol. 2 (Berserk, #2)",Kentaro Miura,"Miura, Kentaro",,"=""1593070217""","=""9781593070212""",5,4.42,Dark Horse Manga,Paperback,240,2004,1991,2021/11/15,2021/11/14,"berserk, manga","berserk (#2), manga (#2)",read,,,,1,0
248871,"Berserk, Vol. 1 (Berserk, #1)",Kentaro Miura,"Miura, Kentaro",,"=""1593070209""","=""9781593070205""",5,4.49,Dark Horse Manga,Paperback,224,2003,1990,2021/11/14,2021/11/13,"berserk, manga","berserk (#1), manga (#1)",read,,,,1,0
36402034,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",5,4.09,Ballantine Books,ebook,258,2008,1968,2021/11/08,2021/11/05,"novelas, ciencia-ficción","novelas (#48), ciencia-ficción (#1)",read,,,,1,0
6940668,Obras completas,Epicurus,"Epicurus, Epicurus",José Vara,"=""8437613302""","=""9788437613307""",5,4.05,"Cátedra/Letras Universales, 221",Paperback,128,2024,1995,2021/11/05,2021/08/21,"filosofía, favoritos","filosofía (#70), favoritos (#20)",read,,,,1,0
20505695,La pata de mono,W.W. Jacobs,"Jacobs, W.W.",,"=""""","=""""",5,3.84,,ebook,18,,1902,2021/10/31,2021/10/30,"cuentos, miedo","cuentos (#16), miedo (#3)",read,,,,1,0
23604226,The Poetic Edda: Stories of the Norse Gods and Heroes,Jackson  Crawford,"Crawford, Jackson",,"=""1624663567""","=""9781624663567""",5,4.26,"Hackett Publishing Company, Inc.",Paperback,392,2015,1270,2021/10/07,2021/09/18,"mitología, poesía","mitología (#26), poesía (#5)",read,,,,1,0
24658,The Prose Edda: Norse Mythology,Snorri Sturluson,"Sturluson, Snorri",Jesse L. Byock,"=""0140447555""","=""9780140447552""",5,4.15,Penguin Books,Paperback,224,2005,1220,2021/10/04,2021/09/18,"mitología, favoritos","mitología (#25), favoritos (#19)",read,,,,1,0
44770369,Popol Vuh,Anonymous,"Anonymous, Anonymous",Adrián Recinos,"=""9681603273""","=""9789681603274""",5,3.76,Fondo de Cultura Económica,Paperback,181,2019,1550,2021/09/30,2021/09/18,"mitología, favoritos","mitología (#24), favoritos (#18)",read,,,,1,0
18715163,Vidas y opiniones de los filósofos ilustres,Diogenes Laertius,"Laertius, Diogenes",Carlos García Gual,"=""8420676977""","=""9788420676975""",0,4.10,Alianza Editorial,Paperback,664,2022,250,,2021/09/18,to-read,to-read (#27),to-read,,,,0,0
12485936,"Los nueve libros de la historia (Sepan Cuantos, #176)",Herodotus,"Herodotus, Herodotus",,"=""9700772861""","=""9789700772868""",0,4.01,Porrua,Paperback,533,2007,-430,,2021/09/18,to-read,to-read (#26),to-read,,,,0,0
40584562,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Francesc Roca,"=""8433960172""","=""9788433960177""",0,3.87,Anagrama,Paperback,392,2018,1955,,2021/09/18,to-read,to-read (#25),to-read,,,,0,0
10381146,"Las sabidurías de la antigüedad: Contrahistoria de la filosofía, I",Michel Onfray,"Onfray, Michel",Marco Aurelio Galmarini,"=""8433962566""","=""9788433962560""",0,4.05,Anagrama,Paperback,336,2007,2006,,2021/09/18,to-read,to-read (#23),to-read,,,,0,0
56407070,El Uno y los Múltiples,Erik Hornung,"Hornung, Erik",Julia García Lenberg,"=""8498796636""","=""9788498796636""",0,4.22,Editorial Trotta,Paperback,264,2016,1971,,2021/09/18,to-read,to-read (#22),to-read,,,,0,0
38095227,El cupón falso,Leo Tolstoy,"Tolstoy, Leo",Ana Pez,"=""8417281126""","=""9788417281120""",0,3.86,Nórdica,Paperback,120,2018,1911,,2021/09/18,to-read,to-read (#21),to-read,,,,0,0
988089,The Mammoth Book of Celtic Myths and Legends,Peter Berresford Ellis,"Ellis, Peter Berresford",,"=""1841192481""","=""9781841192482""",0,4.11,Robinson,Paperback,626,2003,1999,,2021/09/18,to-read,to-read (#20),to-read,,,,0,0
75586,The Táin: From the Irish Epic Táin Bó Cúailnge,Anonymous,"Anonymous, Anonymous","Thomas Kinsella, Louis le Brocquy, Tina Mahkota","=""0192803735""","=""9780192803733""",0,3.95,Oxford University Press,Paperback,282,2002,750,,2021/09/18,to-read,to-read (#19),to-read,,,,0,0
438544,Literature and the Gods,Roberto Calasso,"Calasso, Roberto",,"=""0375725431""","=""9780375725432""",0,3.96,Knopf Doubleday Publishing Group,Paperback,224,2002,2001,,2021/09/18,to-read,to-read (#18),to-read,,,,0,0
55815761,El cazador celeste,Roberto Calasso,"Calasso, Roberto",Edgardo Dobry,"=""8433980742""","=""9788433980748""",0,4.25,Anagrama,Paperback,424,2020,2016,,2021/09/18,to-read,to-read (#17),to-read,,,,0,0
19085869,César; la biografía definitiva,Adrian Goldsworthy,"Goldsworthy, Adrian",,"=""8499702368""","=""""",0,4.24,La esfera de los libros,Kindle Edition,792,2007,2006,,2021/09/18,to-read,to-read (#16),to-read,,,,0,0
55450486,Historia del Próximo Oriente antiguo (ca. 3000-323 a.n.e.),Marc Van de Mieroop,"Mieroop, Marc Van de","Sara Arroyo Cuadra, Andrés Piquer Otero","=""8498798019""","=""9788498798012""",0,3.99,Editorial Trotta,Hardcover,468,2020,2003,,2021/09/18,to-read,to-read (#15),to-read,,,,0,0
